article,series,series-id,episode,language,category,shop-id,web,data-sets,id-sets,id-sets-confidence,auth-sets
10000964,Kreativ-Tonie,,Blau (Hellbraun),de-de,Kreativ-Tonies,,,1,0,0,0
10000965,Kreativ-Tonie,,Anthrazit (Hellbraun),de-de,Kreativ-Tonies,,,1,0,0,0
10000966,Kreativ-Tonie,,Pink (Hellbraun),de-de,Kreativ-Tonies,,,1,0,0,0
10000967,Kreativ-Tonie,,Beere (Dunkelbraun),de-de,Kreativ-Tonies,,,1,0,0,0
10000968,Kreativ-Tonie,,Rot (Dunkelbraun),de-de,Kreativ-Tonies,,,1,0,0,0
10000969,Kreativ-Tonie,,Grün (Dunkelbraun),de-de,Kreativ-Tonies,,,1,0,0,0
10000970,Kreativ-Tonie,,Blau (Dunkelbraun),de-de,Kreativ-Tonies,,,1,0,0,0
10000971,Kreativ-Tonie,,Anthrazit (Dunkelbraun),de-de,Kreativ-Tonies,,,1,0,0,0
10000972,Kreativ-Tonie,,Pink (Dunkelbraun),de-de,Kreativ-Tonies,,,1,0,0,0
10000973,Creative-Tonie,,Purple (light brown),en-gb,Creative-Tonies,,,1,0,0,0
10000974,Creative-Tonie,,Red (light brown),en-gb,Creative-Tonies,,,1,0,0,0
10000975,Creative-Tonie,,Green (light brown),en-gb,Creative-Tonies,,,1,0,0,0
10000976,Creative-Tonie,,Light Blue (light brown),en-gb,Creative-Tonies,,,1,0,0,0
10000977,Creative-Tonie,,Grey (light brown),en-gb,Creative-Tonies,,,1,0,0,0
10000978,Creative-Tonie,,Pink (light brown),en-gb,Creative-Tonies,,,1,0,0,0
10000979,Creative-Tonie,,Purple (dark brown),en-gb,Creative-Tonies,,,1,0,0,0
10000980,Creative-Tonie,,Red (dark brown),en-gb,Creative-Tonies,,,1,0,0,0
10000981,Creative-Tonie,,Green (dark brown),en-gb,Creative-Tonies,,,1,0,0,0
10000982,Creative-Tonie,,Light Blue (dark brown),en-gb,Creative-Tonies,,,1,0,0,0
10000983,Creative-Tonie,,Grey (dark brown),en-gb,Creative-Tonies,,,1,0,0,0
10000984,Creative-Tonie,,Pink (dark brown),en-gb,Creative-Tonies,,,1,0,0,0
10000989,Disney,disney,Cars 2,de-de,audio-play,bfc34250-a35a-4ccd-a42c-c99775e3714c,https://tonies.com/de-de/tonies/disney/cars-2/,1,1,1,1
10000990,Lieblings-Kinderlieder,lieblings-kinderlieder,Jahreszeitenlieder,de-de,music,79bce9e0-8dc8-4e45-b046-afa22033ff84,https://tonies.com/de-de/tonies/lieblings-kinderlieder/jahreszeitenlieder/,1,2,1,2
10000991,Disney,disney,Toy Story 2,de-de,audio-play,8222b0f3-31bf-4a31-9619-6a716a1b9c2b,https://tonies.com/de-de/tonies/disney/toy-story-2/,1,1,0,0
10000992,Schlummerbande,schlummerbande,Einschlafmelodien - Schlummerschaf im Zauberwald,de-de,music,6e520ab0-9ebb-4c73-bf0d-7633d935d37a,https://tonies.com/de-de/tonies/schlummerbande/einschlafmelodien-schlummerschaf-im-zauberwald/,1,1,1,1
10000993,PAW Patrol,paw-patrol,Der Delfin-Freund,de-de,audio-play,65972121-405a-4060-a99b-56a2511db3c5,https://tonies.com/de-de/tonies/paw-patrol/der-delfin-freund/,1,1,1,3
10000994,Lotta,lotta,"Na klar, Lotta kann Radfahren / Lotta zieht um",de-de,audio-book,162a9bb1-38f5-4bbe-8f5a-758d88eb7ed0,https://tonies.com/de-de/tonies/lotta/na-klar-lotta-kann-radfahren-lotta-zieht-um/,1,1,1,1
10000995,Unter meinem Bett,unter-meinem-bett,Unter meinem Bett 6,de-de,music,3585ab2c-9d57-4ff9-b14f-d20576e38036,https://tonies.com/de-de/tonies/unter-meinem-bett/unter-meinem-bett-6/,1,1,1,1
10000996,Disney,disney,Die Eiskönigin - Olaf taut auf,de-de,audio-play-songs,d0a7b819-a62f-4f3d-af32-667928493674,https://tonies.com/de-de/tonies/disney/die-eiskoenigin-olaf-taut-auf/,1,1,1,1
10000997,Peppa Pig,peppa-pig,Die schönsten Geschichten von Schorsch,de-de,audio-play,5145595b-fe7f-4fc7-b465-931285fd0c67,https://tonies.com/de-de/tonies/peppa-pig/die-schoensten-geschichten-von-schorsch/,1,1,0,0
10000998,Die kleine Hexe,die-kleine-hexe,Die neugierige kleine Hexe / Die kleine Hexe hat Geburtstag,de-de,audio-play-songs,7ffde882-bd73-4c57-97ea-82bf775088c6,https://tonies.com/de-de/tonies/die-kleine-hexe/die-neugierige-kleine-hexe-die-kleine-hexe-hat-geburtstag/,1,1,1,1
10001000,Volker Rosin,volker-rosin,Das singende Känguru,de-de,music,8b4b73a4-aaa5-4179-ba29-b30386a10571,https://tonies.com/de-de/tonies/volker-rosin/das-singende-kaenguru/,1,2,1,1
10001002,Xavier Riddle,,,en-us,Tonie,7695091630231,,1,0,0,0
10001010,Disney,disney,Aladdin,fr-fr,audio-play-songs,9473a217-b174-49af-abca-df2ffb3f10fe,https://tonies.com/fr-fr/tonies/disney/aladdin/,1,1,0,0
10001011,Disney,disney,Bambi,fr-fr,audio-play-songs,e95b9fe7-c56b-448c-9e9e-9461802fc696,https://tonies.com/fr-fr/tonies/disney/bambi/,1,0,0,0
10001012,Disney,disney,La Princesse Et La Grenouille,fr-fr,audio-play-songs,ce8463ff-9a07-427f-9076-817b96e99eaf,https://tonies.com/fr-fr/tonies/disney/la-princesse-et-la-grenouille/,1,0,0,0
10001013,Tonie Créatif,,Joueur De Foot,fr-fr,Tonie Créatif,,,1,0,0,0
10001014,Astérix,asterix,Astérix Le Gaulois,fr-fr,audio-play,a542033a-7c62-485a-96a7-3ade5246aeb1,https://tonies.com/fr-fr/tonies/asterix/asterix-le-gaulois/,1,0,0,0
10001015,Disney,disney,Raiponce,fr-fr,audio-play-songs,062ae954-5c52-4004-80ae-8a7ba250dbb7,https://tonies.com/fr-fr/tonies/disney/raiponce/,1,0,0,0
10001016,C'Est Toujours Pas Sorcier,c-est-toujours-pas-sorcier,Sur Les Traces Des Dinosaures,fr-fr,audio-play-educational,a5433bd6-3436-4dbb-aa0c-3e36b239f155,https://tonies.com/fr-fr/tonies/c-est-toujours-pas-sorcier/sur-les-traces-des-dinosaures/,1,0,0,0
10001017,Mes Contes Préférés,mes-contes-preferes,Le Petit Chaperon Rouge Et 3 Autres Contes,fr-fr,audio-play,e805a0d2-d351-4055-9971-4e0ecdad90ed,https://tonies.com/fr-fr/tonies/mes-contes-preferes/le-petit-chaperon-rouge-et-3-autres-contes/,1,0,0,0
10001018,Mes Classiques Préférés,mes-classiques-preferes,Pinocchio Et 2 Autres Classiques,fr-fr,audio-play,0367b6fd-d667-4283-8191-e6b5c9fd935b,https://tonies.com/fr-fr/tonies/mes-classiques-preferes/pinocchio-et-2-autres-classiques/,1,0,0,0
10001019,Mes Comptines Préférées,mes-comptines-preferees,À Mimer,fr-fr,music,24d9c453-5a60-4c36-8942-30e9ace867ac,https://tonies.com/fr-fr/tonies/mes-comptines-preferees/mimer/,1,0,0,0
10001020,Tonie Créatif,,Fée,fr-fr,Tonie Créatif,,,1,0,0,0
10001021,Mes Comptines Préférées,mes-comptines-preferees,Pour Faire la Fête,fr-fr,music,c7975780-dae2-4496-ae1c-beaea567a53b,https://tonies.com/fr-fr/tonies/mes-comptines-preferees/pour-faire-la-fete/,2,0,0,0
10001022,The Little Prince,the-little-prince,The Little Prince (relaunch),en-gb,audio-book,d04edcb6-913b-4c2c-8439-5edb7fa039a1,https://tonies.com/en-gb/tonies/the-little-prince/the-little-prince-relaunch/,1,0,0,0
10001035,Favourite Tales,favourite-tales,Little Red Riding Hood (relaunch),en-gb,audio-book,b2592527-aea2-4ef8-b826-e630ef946737,https://tonies.com/en-gb/tonies/favourite-tales/little-red-riding-hood-relaunch/,1,0,0,0
10001036,Favourite Classics,favourite-classics,Pinocchio (relaunch),en-gb,audio-book,ef215f9f-a1e7-4cb2-a463-e27069d0a93f,https://tonies.com/en-gb/tonies/favourite-classics/pinocchio-relaunch/,1,0,0,0
10001037,Favourite Children's Songs,favourite-children-s-songs,Playtime & Action (relaunch),en-gb,music,de7dd07e-35cf-433f-9b3c-43d72fa3bae6,https://tonies.com/en-gb/tonies/favourite-children-s-songs/playtime-action/,1,0,0,0
10001038,Favourite Children's Songs,favourite-children-s-songs,Bedtime & Lullabies (relaunch),en-gb,music,ce876e76-0265-4222-acae-6cbd789dc2c9,https://tonies.com/en-gb/tonies/favourite-children-s-songs/favourite-childrens-songs-bedtime-lullabies/,1,0,0,0
10001039,National Geographic Kids,,Penguin,en-us,Tonie,7326666096791,,1,0,0,0
10001041,Maya L'Abeille,maya-l-abeille,Maya L'Abeille,fr-fr,audio-play-songs,bb7a2283-5b34-45fb-a7dd-fe31f9e6bb38,https://tonies.com/fr-fr/tonies/maya-l-abeille/maya-l-abeille/,1,0,0,0
10001043,Heidi,heidi,Heidi,fr-fr,audio-play-songs,a2fbe823-ac77-40a5-8d08-3242793c7ae9,https://tonies.com/fr-fr/tonies/heidi/heidi/,1,0,0,0
10001049,Creative-Tonie,,Purple/Medium,en-us,Creative Tonie,7154554372247,,1,0,0,0
10001050,Creative-Tonie,,Red/Medium,en-us,Creative Tonie,7154566070423,,1,0,0,0
10001051,Creative-Tonie,,Green/Medium,en-us,Creative Tonie,7154489819287,,1,0,0,0
10001052,Creative-Tonie,,Light Blue/Medium,en-us,Creative Tonie,7154498011287,,1,0,0,0
10001053,Creative-Tonie,,Purple/Light,en-us,Creative Tonie,7154551554199,,1,0,0,0
10001054,Creative-Tonie,,Red/Light,en-us,Creative Tonie,7154563907735,,1,0,0,0
10001055,Creative-Tonie,,Green/Light,en-us,Creative Tonie,7154486247575,,1,0,0,0
10001056,Creative-Tonie,,Light Blue/Light,en-us,Creative Tonie,7154494210199,,1,0,0,0
10001057,Creative-Tonie,,Gray/Light,en-us,Creative Tonie,7154429788311,,1,0,0,0
10001058,Creative-Tonie,,Pink/Light,en-us,Creative Tonie,7154505449623,,1,0,0,0
10001059,Creative-Tonie,,Gray/Medium,en-us,Creative Tonie,7154468946071,,1,0,0,0
10001060,Creative-Tonie,,Pink/Medium,en-us,Creative Tonie,7154507284631,,1,0,0,0
10001061,Creative-Tonie,,Purple/Dark,en-us,Creative Tonie,7154559320215,,1,0,0,0
10001062,Creative-Tonie,,Red/Dark,en-us,Creative Tonie,7154569216151,,1,0,0,0
10001063,Creative-Tonie,,Green/Dark,en-us,Creative Tonie,7154491162775,,1,0,0,0
10001064,Creative-Tonie,,Light Blue/Dark,en-us,Creative Tonie,7154500731031,,1,0,0,0
10001065,Creative-Tonie,,Gray/Dark,en-us,Creative Tonie,7154480742551,,1,0,0,0
10001066,Creative-Tonie,,Pink/Dark,en-us,Creative Tonie,7154508759191,,1,0,0,0
10001071,Disney,,Pocahontas,en-us,Tonie,7604933427351,,1,1,1,1
10001073,Disney & Pixar,,Brave,en-us,Tonie,7806523342999,,1,0,0,0
10001074,Disney,,Doc McStuffins,en-us,Tonie,7789732528279,,1,0,0,0
10001075,Arthur,,,en-us,Tonie,7531730993303,,1,0,0,0
10001078,Super Why!,,,en-us,Tonie,7806562599063,,1,0,0,0
10001079,Let's Go Luna,,,en-us,Tonie,7774607343767,,1,0,0,0
10001083,Daniel Tiger's Neighborhood,,,en-us,Tonie,7371506385047,,1,1,1,1
10001084,The 7 Habits of Happy Kids,,,en-us,Tonie,8032007749783,,1,0,0,0
10001085,Word Party,,,en-us,Tonie,8007349600407,,1,0,0,0
10001092,Ask the StoryBots,,Bo,en-us,Tonie,8031914918039,,1,0,0,0
10001098,Octonauts,octonauts,Kwazii,en-gb,audio-play-songs,667edc9e-ca10-456b-b486-6ce3375b2cdc,https://tonies.com/en-gb/tonies/octonauts/kwazii/,1,0,0,0
10001102,Creative-Tonie,,Purple (beige),en-gb,Creative-Tonies,,,1,0,0,0
10001103,Creative-Tonie,,Red (beige),en-gb,Creative-Tonies,,,1,0,0,0
10001104,Disney,disney,Cendrillon,fr-fr,audio-play-songs,843fc10b-e16e-4ee2-a8e1-1a187a2dd895,https://tonies.com/fr-fr/tonies/disney/cendrillon/,1,0,0,0
10001106,Lieblings-Kinderlieder,lieblings-kinderlieder,Kindergartenlieder,de-de,music,96c17f7f-7521-4af3-b22f-ab9faa080e68,https://tonies.com/de-de/tonies/lieblings-kinderlieder/kindergartenlieder-neuauflage-2022/,1,1,0,0
10001107,Lieblings-Kinderlieder,lieblings-kinderlieder,Englische Kinderlieder (Neuauflage 2022),de-de,music,34a2143e-b678-4983-83aa-64de8d5995cf,https://tonies.com/de-de/tonies/lieblings-kinderlieder/englische-kinderlieder-neuauflage2022/,1,1,1,1
10001108,Creative-Tonie,,Green (beige),en-gb,Creative-Tonies,,,1,0,0,0
10001109,Creative-Tonie,,Light Blue (beige),en-gb,Creative-Tonies,,,1,0,0,0
10001110,Creative-Tonie,,Grey (beige),en-gb,Creative-Tonies,,,1,0,0,0
10001111,Creative-Tonie,,Pink (beige),en-gb,Creative-Tonies,,,1,1,0,0
10001132,Disney,,Holiday Mickey,en-us,Tonie,7801059999895,,1,0,0,0
10001133,Disney,,Frozen: Olaf,en-us,Tonie,7801040011415,,1,0,0,0
10001134,Disney,,Sleeping Beauty,en-us,Tonie,7806514233495,,1,0,0,0
10001135,Brown Bear & Friends,,,en-us,Tonie,7888456188055,,1,0,0,0
10001140,Disney,,Tinker Bell,en-us,Tonie,8057957023895,,1,0,0,0
10001149,John Henry & Other Stories,,,en-us,Tonie,7629752696983,,1,0,0,0
10001150,Pride,,,en-us,Tonie,7604877262999,,1,0,0,0
10001152,Annie Oakley,,,en-us,Tonie,7789754515607,,1,0,0,0
10001154,Spanish Lullabies,,,en-us,Tonie,7325088809111,,1,0,0,0
10001155,Spanish Playtime Songs,,,en-us,Tonie,7325087498391,,1,0,0,0
10001157,Sesamstraße,sesamstrasse,Elmos Mitmachmusik,de-de,audio-play-songs,3f479b62-9bc1-47b6-9167-4587ab9a91f7,https://tonies.com/de-de/tonies/sesamstrasse/elmos-mitmachmusik/,1,1,1,2
10001159,MARVEL Spidey & His Amazing Friends,,Spidey,en-us,Tonie,8072395751575,,1,0,0,0
10001212,Bitte nicht öffnen,bitte-nicht-oeffnen,Bissig!,de-de,audio-book,167c8da9-8cb1-44b2-a66b-8bde0380950c,https://tonies.com/de-de/tonies/bitte-nicht-oeffnen/bissig/,1,1,0,0
10001217,Mes Comptines Préférées,mes-comptines-preferees,En Anglais,fr-fr,music,4a869e3c-3a17-430a-ae11-d73eef261823,https://tonies.com/fr-fr/tonies/mes-comptines-preferees/en-anglais/,1,0,0,0
10001227,Roald Dahl,,Revolting Rhymes,en-us,Tonie,8041066135703,,1,0,0,0
10001229,Miraculous,miraculous,Ladybug,fr-fr,audio-play,b7641cf4-d3e4-4910-8018-5839b0208d78,https://tonies.com/fr-fr/tonies/miraculous/ladybug/,1,0,0,0
10001231,Peppa Pig,peppa-pig,George Pig,en-gb,audio-play,cb1db431-ea37-4502-b206-d11288d30da8,https://tonies.com/en-gb/tonies/peppa-pig/george-pig/,1,0,0,0
10001232,Roald Dahl,roald-dahl,The Witches,en-gb,audio-book,d48cce5c-77a5-4e7e-a299-6e4c8e9fada7,https://tonies.com/en-gb/tonies/roald-dahl/roald-dahl-the-witches/,1,0,0,0
10001233,Roald Dahl,roald-dahl,Charlie and the Chocolate Factory,en-gb,audio-book,8f126ee9-900c-447f-8517-5d317f59844b,https://tonies.com/en-gb/tonies/roald-dahl/charlie-and-the-chocolate-factory/,1,0,0,0
10001234,Eloise,eloise,Eloise Audio Collection,en-gb,audio-play,62f735e4-7a89-47e1-8b92-ee62d5c76248,https://tonies.com/en-gb/tonies/eloise/eloise-audio-collection/,1,0,0,0
10001236,Rachel Bright Series,rachel-bright-series,The Lion Inside,en-gb,audio-play-songs,d37e367f-f2db-423a-83b2-b2a13073eca9,https://tonies.com/en-gb/tonies/rachel-bright-series/the-lion-inside/,1,0,0,0
10001240,Karma's World,,,en-us,Tonie,7723138416791,,1,0,0,0
10001242,Yoohoo to the Rescue,,Yoohoo,en-us,Tonie,7953348100247,,1,0,0,0
10001243,CoComelon,,,en-us,Tonie,7750244991127,,1,0,0,0
10001247,L'Heure De La Sieste,l-heure-de-la-sieste,Bruit Blanc,fr-fr,music,8476f287-de40-4ee7-8919-b7798a4c4b41,https://tonies.com/fr-fr/tonies/l-heure-de-la-sieste/bruit-blanc/,1,0,0,0
10001248,L'Heure De La Sieste,l-heure-de-la-sieste,Sons De La Nature,fr-fr,music,6de6e867-e21b-48d3-958a-16d8933966b2,https://tonies.com/fr-fr/tonies/l-heure-de-la-sieste/sons-de-la-nature/,1,0,0,0
10001249,National Geographic Kids,national-geographic-kids,Penguin,en-gb,audio-play-educational,2a839c5f-4d24-4e01-bfbc-59c00554151b,https://tonies.com/en-gb/tonies/national-geographic-kids/penguin/,1,0,0,0
10001257,Christmas Tales,,,en-us,Tonie,7801067339927,,1,0,0,0
10001258,Lieblings-Kinderlieder,lieblings-kinderlieder,Tierlieder,de-de,music,23186b38-3e09-4a86-b171-18852a3cb99c,https://tonies.com/de-de/tonies/lieblings-kinderlieder/tierlieder-2021/,1,2,1,1
10001259,Lieblings-Kinderlieder,lieblings-kinderlieder,Schlaflieder 2,de-de,music,be76f9ef-9f0c-478a-98d1-641c74d8eb35,https://tonies.com/de-de/tonies/lieblings-kinderlieder/schlaflieder-2-2021/,1,1,1,1
10001260,La Pat' Patrouille,la-pat-patrouille,Marcus,fr-fr,audio-play,6f152f87-3936-4c00-99d3-24160147dc0d,https://tonies.com/fr-fr/tonies/la-pat-patrouille/marcus/,1,0,0,0
10001261,C'Est Toujours Pas Sorcier,c-est-toujours-pas-sorcier,Plongée Dans Les Océans,fr-fr,audio-play-educational,eec0c5c9-e292-4d0a-b48a-eec64d447cc8,https://tonies.com/fr-fr/tonies/c-est-toujours-pas-sorcier/plongee-dans-les-oceans/,1,0,0,0
10001262,C'Est Toujours Pas Sorcier,c-est-toujours-pas-sorcier,Les Secrets De L'Espace,fr-fr,audio-play-educational,f0f0f01e-7fe2-4b10-beab-f6fd0f645a29,https://tonies.com/fr-fr/tonies/c-est-toujours-pas-sorcier/les-secrets-de-l-espace/,1,0,0,0
10001263,Disney,disney,La Belle Et La Bête,fr-fr,audio-play-songs,086010d5-5f16-446f-b40b-11f180287aaa,https://tonies.com/fr-fr/tonies/disney/la-belle-et-la-bete/,1,0,0,0
10001264,Snöfrid aus dem Wiesental,snoefrid-aus-dem-wiesental,Das wahrlich große Geheimnis von Appelgarden,de-de,audio-book,e5aa0626-9c2d-44f9-9508-3b4855281ecb,https://tonies.com/de-de/tonies/snoefrid-aus-dem-wiesental/geheimnis-von-appelgarden/,1,1,1,2
10001266,La Pat' Patrouille,la-pat-patrouille,Stella,fr-fr,audio-play,464a08bb-7421-4ae0-a113-42f57c19142d,https://tonies.com/fr-fr/tonies/la-pat-patrouille/stella/,1,0,0,0
10001267,Mes Classiques Préférés,mes-classiques-preferes,Les Fables De La Fontaine,fr-fr,audio-play,354fbf7a-9b7d-43e3-b4ce-486b311fd704,https://tonies.com/fr-fr/tonies/mes-classiques-preferes/les-fables-de-la-fontaine/,1,0,0,0
10001268,Peppa Pig,peppa-pig,George,fr-fr,audio-play,c635652d-7763-4d14-a3fc-737c6f73e066,https://tonies.com/fr-fr/tonies/peppa-pig/george/,1,0,0,0
10001269,Mes Comptines Préférées,mes-comptines-preferees,Pour Voyager,fr-fr,music,8965d694-8ef4-4720-8996-ab2e3079f095,https://tonies.com/fr-fr/tonies/mes-comptines-preferees/pour-voyager/,1,0,0,0
10001270,Le Petit Nicolas,le-petit-nicolas,Le Petit Nicolas,fr-fr,audio-play,07a3ebb6-155b-4817-91fe-b6a523350413,https://tonies.com/fr-fr/tonies/le-petit-nicolas/le-petit-nicolas/,1,0,0,0
10001272,Astérix,asterix,Astérix Et La Serpe D'Or,fr-fr,audio-play,f57fea92-4b7c-4e02-9713-9ab452d30374,https://tonies.com/fr-fr/tonies/asterix/asterix-et-la-serpe-d-or/,1,0,0,0
10001273,Astérix,asterix,Le Tour De Gaule D'Astérix,fr-fr,audio-play,ceb752a3-5c7c-4c09-898f-e36cf38e5c15,https://tonies.com/fr-fr/tonies/asterix/le-tour-de-gaule-d-asterix/,1,1,0,0
10001277,Les Schtroumpfs,les-schtroumpfs,L'Aéroschtroumpf,fr-fr,audio-play,42d27775-9036-41eb-86dd-2721ce685a7a,https://tonies.com/fr-fr/tonies/les-schtroumpfs/l-aeroschtroumpf/,1,0,0,0
10001278,Les Schtroumpfs,les-schtroumpfs,La Grande Schtroumpfette,fr-fr,audio-play,30600395-3612-4402-8a09-cf05db19911f,https://tonies.com/fr-fr/tonies/les-schtroumpfs/la-grande-schtroumpfette/,1,0,0,0
10001281,Petit Ours Brun,petit-ours-brun,Petit Ours Brun,fr-fr,audio-book,904745eb-ce4f-4682-a39a-f2c3588fb2b4,https://tonies.com/fr-fr/tonies/petit-ours-brun/petit-ours-brun/,1,0,0,0
10001282,Disney,disney,La Reine Des Neiges 2,fr-fr,audio-play-songs,aaa5a870-ab5e-4390-bc87-2406c3513c29,https://tonies.com/fr-fr/tonies/disney/la-reine-des-neiges-2/,1,0,0,0
10001283,Molang,molang,Molang,fr-fr,audio-play,3a221db1-2e9d-47aa-b27d-3dfc5d974ba9,https://tonies.com/fr-fr/tonies/molang/molang/,1,0,0,0
10001288,Didou,didou,Didou,fr-fr,audio-play,38c5638a-f03f-4576-b154-c0c2a5833f24,https://tonies.com/fr-fr/tonies/didou/didou/,1,0,0,0
10001289,L'École Des Loisirs,l-ecole-des-loisirs,Florilège D'Émotions,fr-fr,audio-book,0786119f-2dae-48b5-b2f7-6fb1ab10e6ea,https://tonies.com/fr-fr/tonies/l-ecole-des-loisirs/florilege-d-emotions/,1,0,0,0
10001290,Marlène Jobert Raconte,marlene-jobert-raconte,Les Sorcières De La Rue Des Tempêtes Et 2 Autres Contes,fr-fr,audio-book,aec6c858-d340-437a-be50-e29f935d5630,https://tonies.com/fr-fr/tonies/marlene-jobert-raconte/les-sorcieres-de-la-rue-des-tempetes-et-2-autres-contes/,1,0,0,0
10001294,Steiff Soft Cuddly Friends,steiff-soft-cuddly-friends,Hoppie Hase,de-de,audio-play-songs,562f40d2-8500-4480-8f47-c40a8dc3e275,https://tonies.com/de-de/tonies/steiff-soft-cuddly-friends/hoppie-hase/,1,1,1,1
10001295,Steiff Soft Cuddly Friends,steiff-soft-cuddly-friends,Jimmy Bär,de-de,audio-play-songs,735a86f1-dc85-4fdf-8510-0abe0a3b3e33,https://tonies.com/de-de/tonies/steiff-soft-cuddly-friends/jimmy-baer/,1,1,1,1
10001296,Steiff Soft Cuddly Friends,steiff-soft-cuddly-friends,Lita Lamm,de-de,audio-play-songs,7638f77a-c51b-4faa-b500-bd35e71c6b22,https://tonies.com/de-de/tonies/steiff-soft-cuddly-friends/lita-lamm/,1,1,1,1
10001301,Disney & Pixar,,The Incredibles,en-us,Tonie,8016775446679,,1,0,0,0
10001306,WAS IST WAS,was-ist-was,Bären - Eine Reise um die Welt (Haribo),de-de,Hörspiele & Hörbücher,,,1,1,1,1
10001307,National Geographic Kids,national-geographic-kids,Whale,en-gb,audio-play,77c719f1-aa80-43d0-b919-a22801efc350,https://tonies.com/en-gb/tonies/national-geographic-kids/whale/,1,0,0,0
10001309,Disney,disney,Olaf's Frozen Adventure,en-gb,audio-play-songs,399905e2-2513-45ff-959e-e0a955021b8e,https://tonies.com/en-gb/tonies/disney/olafs-frozen-adventure/,1,0,0,0
10001310,National Geographic Kids,national-geographic-kids,Horse,en-gb,audio-play,43b50845-bb90-4599-9b18-12592e17f313,https://tonies.com/en-gb/tonies/national-geographic-kids/horse-uk/,1,0,0,0
10001311,Sleepy Friends,sleepy-friends,Lullaby Melodies with Sleepy Sheep,en-gb,audio-book,0b7755cc-cd79-4a82-aabc-5aa90927b773,https://tonies.com/en-gb/tonies/sleepy-friends/lullaby-melodies-with-sleepy-sheep/,1,0,0,0
10001313,Marvel,marvel,Spidey & His Amazing Friends: Spidey,en-gb,audio-play-songs,a3707d68-5477-472d-b2ce-d3b34a208697,https://tonies.com/en-gb/tonies/marvel/spidey-his-amazing-friends-spidey/,1,0,0,0
10001314,Roald Dahl,roald-dahl,Matilda,en-gb,audio-book,dfaa869e-bb74-460d-a034-aab4ca9e1539,https://tonies.com/en-gb/tonies/roald-dahl/matilda/,1,0,0,0
10001315,Giraffes Can't Dance,giraffes-can-t-dance,Giraffes Can't Dance,en-gb,audio-book,78f480fc-db15-4718-a3a1-b424a70f4c3c,https://tonies.com/en-gb/tonies/giraffes-can-t-dance/giraffes-cant-dance/,1,0,0,0
10001316,National Geographic Kids,national-geographic-kids,Dinosaur,en-gb,audio-play-educational,4b0e863e-49f1-4d3e-ab61-0bf13ac045fb,https://tonies.com/en-gb/tonies/national-geographic-kids/dinosaur/,1,0,0,0
10001318,National Geographic Kids,national-geographic-kids,Astronaut,en-gb,audio-play,a7fdfa72-a9c0-4429-91c2-52e85a2739da,https://tonies.com/en-gb/tonies/national-geographic-kids/astronaut/,1,0,0,0
10001322,DC,dc,Wonder Woman,en-gb,audio-play,a25e821d-e17f-4dc3-be33-e8c51fe201c9,https://tonies.com/en-gb/tonies/dc/wonder-woman/,1,0,0,0
10001324,Ben and Holly's Little Kingdom,ben-and-holly-s-little-kingdom,Holly,en-gb,audio-play,4f47309b-b667-44a4-bd12-69f8f708d124,https://tonies.com/en-gb/tonies/ben-and-holly-s-little-kingdom/ben-and-hollys-little-kingdom/,1,0,0,0
10001325,Monty & Co,monty-co,Monty & Co,en-gb,audio-play-songs,2efe2757-43bd-41d3-9a04-803123340c29,https://tonies.com/en-gb/tonies/monty-co/monty-co/,1,0,0,0
10001327,Ein Freund wie kein anderer,ein-freund-wie-kein-anderer,Ein Freund wie kein Anderer,de-de,audio-book,75986e96-b272-4e31-8b53-f9cd9d2b1e64,https://tonies.com/de-de/tonies/ein-freund-wie-kein-anderer/ein-freund-wie-kein-anderer/,1,1,0,0
10001328,PJ Masks,pj-masks,Ein mächtiges Mondproblem,de-de,audio-play,9557a6e1-7cad-44fe-918e-5b8daeed4578,https://tonies.com/de-de/tonies/pj-masks/ein-mchtiges-mondproblem/,1,1,1,1
10001329,Schlummerbande,schlummerbande,"Gutenachtgeschichten - Schlaf schön, kleiner Schlummerbär",de-de,audio-book,7c87f25c-66e2-458f-9414-b6b197fa036a,https://tonies.com/de-de/tonies/schlummerbande/gutenachtgeschichten-schlaf-schoen-kleiner-baer/,1,1,0,0
10001330,Die Haferhorde,die-haferhorde,Immer den Nüstern nach,de-de,audio-book,f8190fe9-7d35-41b5-abe1-6426c0e3a2d5,https://tonies.com/de-de/tonies/die-haferhorde/immer-den-nstern-nach/,1,0,0,0
10001331,Lieblings-Kinderlieder,lieblings-kinderlieder,Spiel- und Bewegungslieder 2 (Neuauflage 2023),de-de,music,80e23f23-2457-4290-ba65-656824a199b1,https://tonies.com/de-de/tonies/lieblings-kinderlieder/spiel-und-bewegungslieder-2-relaunch/,1,1,0,0
10001332,PJ Masks,pj-masks,Los geht’s Pyjamahelden,de-de,audio-play,b0fa4211-04c2-46f9-b6ae-8f0f92637a8e,https://tonies.com/de-de/tonies/pj-masks/los-gehts-pyjamahelden/,1,1,1,3
10001334,Lieblings-Kinderlieder,lieblings-kinderlieder,Weihnachtslieder 2 (Neuauflage 2022),de-de,music,f6d5a84b-46b8-4fc6-bf98-206c53f4399f,https://tonies.com/de-de/tonies/lieblings-kinderlieder/weihnachtslieder-2-neuauflage-2022/,1,1,0,0
